0,1,2,3,4,5,6,7
0.0009728826588703385,1.0838502041701649e-09,9.787583226423973e-12,7.200628419090228e-12,5.386046323689389e-23,-1.2916397610247023e-16,-2.7444544175547315e-23,0.0
0.0009000121151791919,9.185449735446012e-10,2.6612581820093016e-12,2.06204438941135e-12,4.6108431885479695e-24,-5.906256141705031e-17,-1.4400302115149279e-24,0.0
0.0010928792964212519,2.0620324699622133e-10,4.867290629351119e-12,1.374303363010196e-11,1.0987904415043848e-22,-1.3539539855304966e-16,-2.3673358997527363e-23,0.0
0.0009340517315761585,1.3228223596678882e-09,4.472522153030267e-12,7.813622718024384e-12,3.654994843919642e-23,-2.372180054386778e-16,-2.824332836345522e-23,0.0
0.0008004437537532589,2.5642976674250394e-10,6.790881574053229e-15,2.895178487277201e-14,1.7335234647242523e-28,3.516263768521001e-19,3.670790903696636e-28,0.0
0.0007909990729943703,2.6150459219006496e-11,1.1429027471622182e-14,2.516230758252597e-14,4.161472158410567e-28,1.267826400363538e-19,9.434425012124587e-29,0.0
0.0007907804052572241,2.456339262196123e-10,1.4690984736359143e-14,5.28312401135353e-14,-1.4406112636088376e-27,-1.9618528925155647e-19,-3.0160030798684263e-28,0.0
0.0007998936009681826,1.4197726733948324e-12,2.3152932302328544e-15,6.11125481720782e-17,2.157817621117791e-32,-4.044523433830889e-24,7.926167517806988e-33,0.0
0.002106935773752717,4.057254589096683e-09,1.5870650381931596e-12,1.2382254150722617e-11,5.2124170202403226e-23,3.3561621697383807e-16,1.7205648780370974e-23,0.0
0.0007629015670457541,5.036419897190403e-12,5.048767617782341e-15,1.1371863419286435e-15,-7.323080654441254e-31,2.547635241336423e-21,2.624585381725234e-30,0.0
0.0007653361028837254,3.22824516337335e-11,3.370874287250174e-13,8.507535479249873e-13,4.153994667055565e-25,4.324603760033715e-18,-1.871046724763293e-25,0.0
0.0008642161602612934,1.0633644482932296e-09,2.7884711901919276e-12,1.4329183013989744e-12,2.846545271532188e-24,-4.622397020595403e-17,3.1823052925214417e-25,0.0
0.000784957562062981,1.3962952808311447e-11,1.3536483955841615e-15,9.514930193269276e-15,3.135003214506547e-29,-3.461846163918785e-20,1.353662816942108e-29,0.0
0.0016701886293505742,2.0066251242350648e-08,2.7262816604936626e-11,2.2041951262201676e-11,4.995001941944557e-22,2.4916547564219866e-15,-2.0605305675534288e-22,0.0
