0,1,2,3,4,5,6,7
0.000780558650178202,5.16426327965686e-09,7.10493408639708e-12,8.414067611783631e-13,-1.9359429927162766e-24,-5.976879165489797e-17,6.960174814348716e-25,0.0
0.0007220339215923764,3.881178117925955e-13,3.599938263985303e-14,3.8731876002283506e-14,1.0670391924872732e-27,2.11888001802875e-20,-9.76285514874979e-28,0.0
0.0007571718199898868,8.570813695718064e-12,6.9386297971641726e-15,6.8139482316301784e-15,4.676433836222462e-29,1.82895019302553e-20,-2.876978465725616e-30,0.0
0.0008871573970015341,1.163711028336107e-08,1.8022087228949634e-11,1.7228665705218353e-11,3.0327729281300198e-22,-1.8231385434644524e-15,1.3660484884383077e-23,0.0
0.0008868485415409629,1.1648566692098782e-08,1.7893714026218256e-11,1.718597411174752e-11,3.010399813897808e-22,-1.8201636769017213e-15,1.4268812333661692e-23,0.0
0.002234911499113916,1.645538121633651e-08,2.7859459345373586e-11,3.389404005330001e-11,2.2173775474629788e-23,-3.4353246946929303e-15,1.0412928959483762e-21,0.0
0.0007486917581278453,7.81691061575992e-09,3.0214009523917687e-12,3.122467762556733e-12,9.301105402106634e-24,-2.736247256580516e-16,2.3390835588790185e-24,0.0
0.002070188475266827,1.1166548749956566e-09,6.115852436647338e-12,1.3268441838818838e-11,-6.314921150002549e-24,1.4238265855298884e-16,1.1935796303713211e-22,0.0
0.0007341849506567236,5.6460842466325e-12,3.2587915666034615e-15,1.0396772477982121e-16,6.047664087564205e-32,3.119978902409915e-23,2.20487221051913e-33,0.0
0.0007851941963505671,3.693006003018625e-09,6.047811193122822e-12,9.062845154676751e-12,-4.024452772349237e-23,-5.500934407432511e-16,5.368647079938594e-23,0.0
0.0016489287595287095,9.917262661696715e-09,6.539834459132915e-11,6.625800754563355e-11,3.814878870449007e-21,6.1905712670139356e-15,2.114195976678909e-21,0.0
0.0008921038314938575,1.2310837759614777e-08,1.5536514480207503e-11,1.939920938558406e-11,3.3662968514211877e-22,-2.064313699910134e-15,1.0229611687075248e-23,0.0
0.001885874360621699,3.555667743975602e-10,3.939832539972244e-12,2.5741011489388258e-12,2.912565096067986e-24,2.871876629484813e-18,7.662551295017839e-24,0.0
0.0019122262230575923,2.614545172499574e-08,7.697661151706834e-11,2.653559363418138e-11,-7.937437812090884e-22,4.179117432077795e-15,8.990309655343308e-22,0.0
0.0006584531016546964,1.3434891811675266e-10,9.59994314515781e-16,3.8053906353623956e-15,-3.200057262388468e-30,-8.924145800557847e-21,-6.531534262058254e-30,0.0
0.0006609886903659321,3.1675156668905036e-13,9.14095521861694e-16,1.9698535326207683e-15,2.261442142232046e-30,5.610591273431262e-22,1.368547401648215e-30,0.0
0.0008434956203891781,1.5161652464639976e-09,2.542768871133665e-11,1.5117206032045586e-11,2.8128685873247706e-22,-3.747528002729001e-16,9.340021536326305e-23,0.0
0.0006624243974812476,1.5256593787639892e-10,4.396222081801565e-15,1.7391737864867079e-15,-4.80314591235855e-30,7.3014750364278e-21,-2.3710279004984507e-31,0.0
0.002204920159783151,1.342325637769693e-09,1.733434211062305e-11,1.3040488438246583e-11,-4.677912532200971e-23,4.72765599210423e-16,-1.904001196042658e-22,0.0
0.0006663929467156473,3.3694240522632703e-12,5.595573180243597e-15,3.4859323716903465e-15,1.247629414762057e-29,-6.380052305863251e-21,9.020591265293875e-30,0.0
0.0006938384558255999,4.366976654059115e-12,2.0033375001330643e-14,2.8305493798788807e-14,6.720185568794009e-28,5.602602766138428e-20,-5.211273785910676e-29,0.0
0.002046224578618582,6.64033622663669e-09,2.388953269823575e-11,5.121378008682661e-12,-4.459299557446223e-23,-2.7537354671481798e-16,-3.493498500262811e-23,0.0
0.0023409308607612762,7.656054764534259e-09,3.674683981138347e-12,2.4569592759749672e-11,-8.818978468246896e-24,-1.7442977438117293e-15,2.3329038818705645e-22,0.0
0.001306294204695328,1.080118280426983e-08,5.384772657454183e-13,3.86681711983608e-11,-1.7368580499677776e-22,3.2106686713484698e-15,-3.1092834715420054e-23,0.0
0.0010503256558660572,1.1913576901498844e-08,4.51261047915352e-11,5.2238055543875034e-11,2.3913328418475657e-21,-5.499210323183026e-15,8.4508073560094075e-22,0.0
0.0024797771479217454,1.1296956804517162e-09,6.431993065980536e-12,2.8333433191105944e-12,6.699930025169069e-24,-9.303873640777743e-17,1.0070280482878532e-23,0.0
0.0006928072288961153,2.3978052982106116e-09,1.2886798521585186e-12,1.1225151129170808e-13,3.9419347218231433e-26,3.42364575968908e-18,-1.6396404307965134e-26,0.0
0.000676531690671132,6.593899495088117e-13,6.899548371744227e-15,1.054934938986013e-14,8.976338921140303e-29,8.23951046010724e-21,-6.539903200205841e-30,0.0
