0,1,2,3,4,5,6,7
0.00115028410518472,6.884959188005944e-10,6.3947439251304e-12,1.1119998241142056e-11,-7.88612519318591e-23,-2.9130149067388073e-16,5.0733695050822607e-23,0.0
0.0009434250150044876,4.418909088515639e-09,1.2266175640588627e-11,1.8180327652244466e-12,-6.587559302517451e-24,9.469944762691942e-17,-5.505634059625881e-24,0.0
0.0011269298693355272,4.977348924202985e-10,3.3988154733829944e-12,1.229269653245561e-12,1.8100730179097714e-24,-2.254465772982104e-17,-1.7427333226667455e-24,0.0
0.0010968589683688769,3.198623832309491e-09,4.705078367820538e-13,2.1467992454728575e-12,-1.5758903752288748e-24,-1.0190865677219553e-16,-1.473702732605986e-24,0.0
0.0011067976017764278,1.2508971944659907e-09,2.845890766762097e-14,7.582895178421658e-14,2.3855689186519964e-27,-2.574380103424374e-18,-2.5918483868798602e-27,0.0
0.0009922705692045517,3.8224904687873656e-09,1.6480534023626209e-12,3.671609346570646e-12,6.795351978566039e-24,-9.05643494813974e-17,-5.949379017042524e-24,0.0
0.0010886772278759353,1.9443095993226754e-10,3.285528897982351e-13,3.050396621175674e-12,3.0523112128897713e-24,2.80912655578006e-17,-9.455856743004831e-26,0.0
0.0009958121985787272,2.0983978994352318e-10,2.6291622163877292e-12,1.9220158982674232e-13,-6.186862863032046e-26,2.6933473193787202e-18,-1.2181898531666871e-25,0.0
0.0010343076985606145,1.0080242396090796e-11,6.083436831533581e-14,2.1154664959019866e-15,1.890580779943307e-29,-2.8786543145661968e-21,1.478165943274747e-29,0.0
0.000973731849969479,1.4287769721095873e-09,1.5094487752670896e-12,3.200156203715347e-13,5.31338774702007e-26,-1.0517764973844831e-17,-2.1597604518648945e-25,0.0
0.0011184048918994691,1.1217224812065106e-10,8.813983826686178e-13,3.707760537001516e-14,6.648682374409592e-27,-8.442842463427192e-20,-8.497108444678884e-28,0.0
0.0011222979671002761,3.3529997125740737e-10,3.9794006389996457e-13,1.2370985206685245e-13,2.744649849234932e-26,1.7238534778064794e-18,3.1343587331167227e-28,0.0
0.0011142407499829194,2.803780115527196e-10,6.780029022255529e-13,4.943333133517038e-13,1.7011452723499849e-25,-8.186370845696856e-18,-2.301356597835817e-25,0.0
0.0010732363564698606,3.161835369820619e-10,7.237814417604231e-13,1.6124914490605943e-13,-3.103394198415636e-26,-1.026193848171264e-18,4.551353888204925e-26,0.0
0.0010913420465949774,1.9445181523621802e-10,2.982983417742198e-13,3.689423016420505e-13,-9.189802437418617e-26,-1.5339846921715668e-18,-8.084088861279129e-26,0.0
0.0009586145521455915,1.657693446684146e-09,3.803527145339999e-12,1.4464434670075398e-12,2.5659129034567776e-24,2.793779841916424e-17,2.219572963472246e-24,1.0
0.0009584481815192018,2.1416453415636366e-10,7.94623775547078e-13,6.912933022979328e-13,4.961899364910017e-25,5.4664465956308166e-18,-1.276996853408069e-25,0.0
0.0009060002408930483,6.346779823158819e-10,4.453852354070565e-13,7.464441869212589e-13,-4.983720032187451e-26,-1.6148146078779302e-17,-4.274965441199274e-25,0.0
0.0008882673526711604,4.167418669300306e-10,9.267679108254164e-16,8.48398548056183e-14,-3.653552794582757e-28,5.662221325542185e-19,-6.5761384747604e-28,0.0
0.0009684312795118926,3.430156429070447e-09,6.038848229200316e-12,1.9684122641967262e-14,6.427724263218667e-27,1.0498394492966251e-18,2.1776286700371012e-27,1.0
0.0011246407857781545,2.790393789488895e-10,8.048996935444834e-13,9.393057864720354e-14,1.910110075210888e-26,-6.974830992238462e-19,1.7384034550527755e-26,0.0
0.0010816227331420282,9.625366894050756e-10,2.682087972334941e-13,2.1267124290619008e-13,1.0114507037507674e-26,-6.100988399366629e-18,-4.9775251690570724e-26,0.0
0.001075009015343918,1.4534198212441367e-08,1.688068191387499e-11,2.9940115385122883e-12,-1.4323058780548132e-23,-3.1915186126016174e-16,1.5744981171098937e-23,0.0
0.000987770438583497,2.028197344137691e-09,5.727756788167695e-13,1.1443784961569035e-13,-1.5923129661375052e-26,-2.410995302512053e-18,-2.4593936242357948e-26,0.0
0.0010491628289134673,4.39281823319494e-10,1.215620374730858e-12,3.6129500233349626e-14,-6.947953897344736e-27,-7.564556651131139e-19,-3.0093498146090012e-27,0.0
0.0008971034501999756,2.5022300930172407e-09,6.062526000432358e-12,1.068936568731694e-12,1.5197562207614767e-24,5.1720688771138716e-17,-2.2572271229241834e-24,0.0
0.0009138317319032309,3.1251932513961584e-11,2.4534438441928988e-12,1.4772744862787324e-12,2.2377287627053873e-24,6.917670972123066e-18,-1.7036034039410923e-24,1.0
0.0008906370531781439,1.0550080510627364e-10,5.491633035304911e-14,9.524403069285162e-13,-9.610072823527639e-26,-5.258640792827012e-19,1.9547969459225318e-25,0.0
